year,state_name,dist_name,rice_area_ha,rice_production_tons,rice_yield_tph,wheat_area_ha,wheat_production_tons,wheat_yield_tph,kharif_sorghum_production_tons,rabi_sorghum_production_tons,sorghum_production_tons,pearl_millet_production_tons,maize_area_ha,maize_production_tons,maize_yield_tph,finger_millet_production_tons,groundnut_production_tons,sunflower_production_tons,soyabean_production_tons,oilseeds_area_ha,oilseeds_production_tons,oilseeds_yield_tph,sugarcane_production_tons,cotton_production_tons
2014,Karnataka,Raichur,237740.0,733650.0,3.08593,7020.0,8750.0,1.24644,4420.0,0.0,48862.5,30000.0,60440.0,82320.0,3.0213200000000002,0.0,35000.0,125.0,0.0,168710.0,118140.0,0.70025,24420.0,5000.0
2015,Karnataka,Raichur,166000.0,527460.0,3.17747,3180.0,1190.0,0.37421,1670.0,0.0,48862.5,30000.0,50810.0,66790.0,1.31451,0.0,35000.0,125.0,0.0,151650.0,0.0,0.0,14450.0,5000.0
2016,Karnataka,Raichur,169290.0,631060.0,3.72777,2890.0,1010.0,0.34832,1920.0,0.0,48862.5,30000.0,60440.0,82320.0,1.34781,0.0,35000.0,125.0,0.0,0.0,0.0,0.0,2150.0,5000.0
2017,Karnataka,Raichur,167400.0,546610.0,3.2653600000000003,6930.0,3820.0,0.5519,3470.0,0.0,48862.5,30000.0,60440.0,82320.0,3.6091000000000006,0.0,35000.0,125.0,0.0,0.0,0.0,0.0,12140.0,5000.0
1966,Karnataka,Gulbarga / Kalaburagi,20000.0,9000.0,0.45,23000.0,4000.0,0.17391,23200.0,0.0,48862.5,29000.0,300.0,100.0,0.33332999999999996,1500.0,35000.0,0.0,0.0,164370.0,53820.0,0.32743,11700.0,5000.0
1967,Karnataka,Gulbarga / Kalaburagi,19000.0,21000.0,1.10526,28000.0,10000.0,0.35714,16900.0,0.0,48862.5,28000.0,0.0,0.0,0.0,1500.0,35000.0,0.0,0.0,192656.25,58850.0,0.28213,10600.0,5000.0
1968,Karnataka,Gulbarga / Kalaburagi,19100.0,25000.0,1.3089000000000002,27800.0,17000.0,0.61151,35250.0,0.0,48862.5,30000.0,400.0,600.0,1.5,1000.0,35000.0,0.0,0.0,192656.25,83100.0,0.39038,10500.0,4000.0
1969,Karnataka,Gulbarga / Kalaburagi,10100.0,20900.0,2.0693099999999998,29500.0,13500.0,0.45763,26900.0,0.0,48862.5,30000.0,400.0,600.0,1.5,1500.0,35000.0,0.0,0.0,192656.25,95310.0,0.35995,11500.0,5000.0
1970,Karnataka,Gulbarga / Kalaburagi,12200.0,21500.0,1.7623,31500.0,20200.0,0.64127,35250.0,0.0,48862.5,30000.0,400.0,1400.0,3.5,1500.0,35000.0,0.0,0.0,192656.25,123365.0,0.5433600000000001,8900.0,3400.0
1971,Karnataka,Gulbarga / Kalaburagi,12300.0,19400.0,1.57724,33600.0,23100.0,0.6875,35250.0,0.0,48862.5,30000.0,300.0,800.0,2.66667,1100.0,17600.0,0.0,0.0,192656.25,123365.0,0.54431,8900.0,5000.0
1972,Karnataka,Gulbarga / Kalaburagi,4000.0,4100.0,1.025,24900.0,7900.0,0.31727,7400.0,0.0,44500.0,30000.0,100.0,100.0,1.0,1200.0,8200.0,0.0,0.0,192656.25,28250.0,0.14102,3500.0,3900.0
1973,Karnataka,Gulbarga / Kalaburagi,11300.0,25500.0,2.25664,28100.0,18300.0,0.65125,35250.0,0.0,48862.5,30000.0,800.0,3000.0,3.6091000000000006,700.0,35000.0,0.0,0.0,192656.25,100600.0,0.45544999999999997,4400.0,5000.0
1974,Karnataka,Gulbarga / Kalaburagi,10000.0,17900.0,1.79,36600.0,19900.0,0.54372,35250.0,0.0,48862.5,30000.0,700.0,1400.0,2.0,1500.0,35000.0,0.0,0.0,192656.25,120340.0,0.44938,6500.0,5000.0
1975,Karnataka,Gulbarga / Kalaburagi,11700.0,10700.0,0.91453,50100.0,24600.0,0.49101999999999996,12900.0,0.0,48862.5,30000.0,700.0,1900.0,2.71429,1500.0,35000.0,0.0,0.0,192656.25,86850.0,0.33403,7400.0,5000.0
1976,Karnataka,Gulbarga / Kalaburagi,13900.0,15700.0,1.1295,43600.0,25100.0,0.57569,26600.0,0.0,48862.5,30000.0,600.0,1600.0,2.66667,1300.0,35000.0,0.0,0.0,192656.25,82840.0,0.32531,12600.0,5000.0
1977,Karnataka,Gulbarga / Kalaburagi,14900.0,17500.0,1.1745,40000.0,23700.0,0.5925,25500.0,0.0,48862.5,30000.0,500.0,1800.0,3.6,1500.0,35000.0,0.0,0.0,192656.25,81800.0,0.33401,16200.0,5000.0
1978,Karnataka,Gulbarga / Kalaburagi,13000.0,18600.0,1.4307699999999999,40500.0,23300.0,0.57531,35250.0,0.0,48862.5,30000.0,400.0,1300.0,3.25,1500.0,35000.0,0.0,0.0,192656.25,120190.0,0.5294,17000.0,5000.0
1979,Karnataka,Gulbarga / Kalaburagi,12200.0,21100.0,1.7295099999999999,32500.0,19600.0,0.6030800000000001,35250.0,0.0,48862.5,30000.0,500.0,1500.0,3.0,1500.0,35000.0,0.0,0.0,192656.25,106140.0,0.46973000000000004,14800.0,5000.0
1980,Karnataka,Gulbarga / Kalaburagi,12700.0,28800.0,2.2677199999999997,35000.0,18500.0,0.5285700000000001,28600.0,0.0,48862.5,30000.0,500.0,1600.0,3.2,1200.0,35000.0,125.0,0.0,192656.25,91660.0,0.42617,19100.0,5000.0
1981,Karnataka,Gulbarga / Kalaburagi,13300.0,31800.0,2.39098,31200.0,16900.0,0.54167,32100.0,0.0,48862.5,30000.0,500.0,1600.0,3.2,1500.0,32400.0,125.0,0.0,192656.25,106480.0,0.48739,18700.0,5000.0
1982,Karnataka,Gulbarga / Kalaburagi,13700.0,22400.0,1.63504,31600.0,13000.0,0.41139,25600.0,0.0,48862.5,30000.0,500.0,1500.0,3.0,1300.0,35000.0,125.0,0.0,192656.25,99900.0,0.4437,15400.0,5000.0
1983,Karnataka,Gulbarga / Kalaburagi,16500.0,28900.0,1.75152,32900.0,20300.0,0.61702,24900.0,0.0,48862.5,30000.0,500.0,1300.0,2.6,1000.0,35000.0,125.0,0.0,192656.25,94180.0,0.3757,25000.0,5000.0
1984,Karnataka,Gulbarga / Kalaburagi,17500.0,38300.0,2.1885700000000003,32900.0,11900.0,0.36169999999999997,22500.0,0.0,48862.5,30000.0,600.0,2000.0,3.33333,700.0,35000.0,125.0,0.0,192656.25,117570.0,0.468,28200.0,5000.0
1985,Karnataka,Gulbarga / Kalaburagi,18700.0,26800.0,1.43316,33500.0,24900.0,0.7432799999999999,22800.0,0.0,48862.5,30000.0,500.0,1200.0,2.4,600.0,35000.0,125.0,0.0,192656.25,123365.0,0.43087000000000003,35000.0,5000.0
1986,Karnataka,Gulbarga / Kalaburagi,18000.0,25000.0,1.3888900000000002,29000.0,12000.0,0.41379000000000005,17100.0,0.0,48862.5,30000.0,1000.0,1000.0,1.0,0.0,35000.0,125.0,0.0,192656.25,123365.0,0.42802999999999997,26500.0,2000.0
1987,Karnataka,Gulbarga / Kalaburagi,14000.0,24000.0,1.7142899999999999,30000.0,19000.0,0.6333300000000001,21300.0,0.0,48862.5,30000.0,1000.0,3000.0,3.0,0.0,35000.0,125.0,0.0,192656.25,123365.0,0.45674000000000003,13800.0,2000.0
1988,Karnataka,Gulbarga / Kalaburagi,17100.0,29900.0,1.74854,28200.0,12300.0,0.43617,4100.0,0.0,48862.5,21500.0,3700.0,4400.0,1.18919,100.0,35000.0,125.0,0.0,192656.25,107010.0,0.34606,12700.0,1200.0
1989,Karnataka,Gulbarga / Kalaburagi,17800.0,27300.0,1.5337100000000001,35100.0,23500.0,0.66952,8400.0,0.0,48862.5,30000.0,2900.0,6200.0,2.13793,200.0,35000.0,125.0,0.0,192656.25,123365.0,0.52343,25700.0,400.0
1990,Karnataka,Gulbarga / Kalaburagi,18480.0,26650.0,1.4421,30400.0,20420.0,0.67171,10480.0,0.0,48862.5,30000.0,2000.0,2900.0,1.45,80.0,35000.0,125.0,0.0,192656.25,123365.0,0.38133999999999996,41370.0,740.0
1991,Karnataka,Gulbarga / Kalaburagi,20080.0,24690.0,1.22958,22170.0,12900.0,0.58187,9680.0,0.0,48862.5,30000.0,1330.0,3940.0,2.9624099999999998,90.0,35000.0,125.0,0.0,192656.25,123365.0,0.35084,37600.0,1440.0
1992,Karnataka,Gulbarga / Kalaburagi,10700.0,9210.0,0.86075,23490.0,17890.0,0.7616,19050.0,0.0,48862.5,30000.0,1680.0,4950.0,2.94643,50.0,35000.0,125.0,0.0,192656.25,123365.0,0.39111,29780.0,1180.0
1993,Karnataka,Gulbarga / Kalaburagi,14140.0,22040.0,1.5587,21110.0,13680.0,0.64803,9610.0,0.0,48862.5,30000.0,1410.0,3180.0,2.25532,30.0,35000.0,125.0,25.0,192656.25,123365.0,0.50334,36910.0,950.0
1994,Karnataka,Gulbarga / Kalaburagi,7210.0,9120.0,1.26491,23580.0,10060.0,0.42663,3990.0,0.0,48862.5,30000.0,1390.0,3370.0,2.42446,50.0,35000.0,125.0,25.0,192656.25,123365.0,0.48152999999999996,51980.0,4540.0
1995,Karnataka,Gulbarga / Kalaburagi,11040.0,25630.0,2.32156,20610.0,11260.0,0.54634,6890.0,0.0,48862.5,30000.0,1610.0,4440.0,2.75776,60.0,35000.0,125.0,0.0,192656.25,123365.0,0.52651,48230.0,5000.0
1996,Karnataka,Gulbarga / Kalaburagi,14860.0,33220.0,2.2355300000000002,23140.0,11520.0,0.49783999999999995,8940.0,0.0,48862.5,30000.0,1920.0,5240.0,2.72917,30.0,35000.0,125.0,20.0,192656.25,123365.0,0.50518,51240.0,2690.0
1997,Karnataka,Gulbarga / Kalaburagi,9070.0,17930.0,1.97685,19140.0,6230.0,0.3255,6570.0,0.0,48862.5,30000.0,1620.0,4140.0,2.55556,100.0,35000.0,125.0,25.0,192656.25,123365.0,0.38203,41110.0,4960.0
1998,Karnataka,Gulbarga / Kalaburagi,22200.0,41340.0,1.86216,21880.0,10950.0,0.50046,7260.0,0.0,48862.5,30000.0,2020.0,5860.0,2.9009899999999997,0.0,35000.0,125.0,0.0,192656.25,123365.0,0.42028,82250.0,5000.0
1999,Karnataka,Gulbarga / Kalaburagi,20010.0,43130.0,2.15542,24010.0,12540.0,0.52228,17320.0,0.0,48862.5,30000.0,2210.0,5250.0,2.37557,10.0,35000.0,125.0,25.0,0.0,0.0,0.0,81080.0,3190.0
2000,Karnataka,Gulbarga / Kalaburagi,32200.000000000004,61000.0,1.8944100000000001,31900.0,24000.0,0.7523500000000001,17260.0,0.0,48862.5,30000.0,2500.0,6000.0,2.4,0.0,35000.0,125.0,25.0,157700.0,105000.0,0.6658200000000001,68000.0,4760.0
2001,Karnataka,Gulbarga / Kalaburagi,41630.0,65550.0,1.57459,29460.0,17460.0,0.5926699999999999,11990.0,0.0,48862.5,30000.0,2040.0,5030.0,2.46569,0.0,35000.0,125.0,10.0,154410.0,94590.0,0.6125900000000001,57500.0,5000.0
2002,Karnataka,Gulbarga / Kalaburagi,47610.0,101510.0,2.13212,20390.0,9760.0,0.47867000000000004,8070.0,0.0,48862.5,30000.0,2200.0,4670.0,2.1227300000000002,0.0,35000.0,125.0,20.0,192656.25,123365.0,0.7047100000000001,41430.0,5000.0
2003,Karnataka,Gulbarga / Kalaburagi,65690.0,189420.0,2.88354,17520.0,7700.0,0.4395,7270.0,0.0,48862.5,30000.0,2570.0,5530.0,2.15175,0.0,35000.0,125.0,25.0,192656.25,123365.0,0.56921,18490.0,5000.0
2004,Karnataka,Gulbarga / Kalaburagi,77410.0,252180.0,3.25772,16520.0,11490.0,0.69552,6560.0,0.0,48862.5,30000.0,2290.0,8420.0,3.6091000000000006,0.0,35000.0,125.0,25.0,192656.25,122230.0,0.45576,20920.0,5000.0
2005,Karnataka,Gulbarga / Kalaburagi,90140.0,249490.0,2.76781,19880.0,15000.0,0.7545299999999999,6660.0,0.0,48862.5,30000.0,4600.0,13050.0,2.83696,10.0,35000.0,125.0,25.0,192656.25,123365.0,0.5488500000000001,27320.0,5000.0
2006,Karnataka,Gulbarga / Kalaburagi,87240.0,188810.0,2.16426,17990.0,12670.0,0.70428,5690.0,0.0,48862.5,30000.0,2400.0,4330.0,1.80417,0.0,24570.0,125.0,25.0,192656.25,74900.0,0.36505,32409.999999999996,5000.0
2007,Karnataka,Gulbarga / Kalaburagi,90810.0,223250.0,2.45843,17940.0,17280.0,0.96321,9060.0,0.0,48862.5,30000.0,2680.0,6870.0,2.56343,0.0,35000.0,125.0,25.0,190430.0,105800.0,0.5555800000000001,80240.0,5000.0
2008,Karnataka,Gulbarga / Kalaburagi,92740.0,216610.0,2.33567,20.0,20.0,1.0,10780.0,0.0,48862.5,30000.0,5940.0,14160.0,2.38384,0.0,26750.0,125.0,25.0,192656.25,91630.0,0.45650999999999997,40750.0,5000.0
2009,Karnataka,Gulbarga / Kalaburagi,79470.0,180690.0,2.27369,24570.0,26290.0,1.07,5180.0,0.0,48862.5,20680.0,6350.0,7140.0,1.1244100000000001,0.0,35000.0,125.0,25.0,192656.25,83040.0,0.40401,76350.0,5000.0
2010,Karnataka,Gulbarga / Kalaburagi,100310.0,205310.0,2.04676,19500.0,27020.0,1.3856400000000002,4150.0,0.0,48862.5,30000.0,8530.0,15910.0,1.86518,0.0,29780.0,125.0,25.0,115420.0,54530.0,0.47245,64379.99999999999,5000.0
2011,Karnataka,Gulbarga / Kalaburagi,73060.0,139120.0,1.90419,18200.0,27190.0,1.49396,3560.0,0.0,48862.5,29890.0,7440.0,16830.0,2.2620999999999998,0.0,23060.0,125.0,25.0,100520.0,50020.0,0.49761,124600.0,5000.0
2012,Karnataka,Gulbarga / Kalaburagi,67090.0,90940.0,1.35549,12370.0,15660.0,1.26597,5190.0,0.0,48862.5,30000.0,6450.0,18060.0,2.8,0.0,35000.0,125.0,25.0,109660.0,62680.0,0.5715800000000001,82910.0,5000.0
2013,Karnataka,Gulbarga / Kalaburagi,74680.0,147940.0,1.98099,14030.0,24030.0,1.71276,4900.0,0.0,48862.5,30000.0,6250.0,16460.0,2.6336,0.0,34480.0,125.0,25.0,125230.0,89080.0,0.71133,124600.0,5000.0
2014,Karnataka,Gulbarga / Kalaburagi,87770.0,225470.0,2.56887,15230.0,24890.0,1.63427,2170.0,0.0,48862.5,30000.0,6330.0,16149.999999999998,2.55134,0.0,29520.0,125.0,25.0,125460.0,78580.0,0.62634,124600.0,5000.0
2015,Karnataka,Gulbarga / Kalaburagi,53560.0,108010.0,2.01662,9480.0,9500.0,1.00211,1710.0,0.0,48862.5,14370.0,3600.0,4950.0,1.375,0.0,19030.0,125.0,25.0,104740.0,0.0,0.0,124600.0,5000.0
2016,Karnataka,Gulbarga / Kalaburagi,96880.0,322590.0,3.32987,9410.0,18730.0,1.9908599999999999,1700.0,0.0,48862.5,30000.0,5100.0,9500.0,1.86053,0.0,35000.0,125.0,25.0,0.0,0.0,0.0,114580.0,5000.0
2017,Karnataka,Gulbarga / Kalaburagi,113280.0,362880.0,3.20349,11070.0,23020.0,2.07892,2080.0,0.0,48862.5,30000.0,2280.0,8460.0,3.6091000000000006,0.0,35000.0,125.0,25.0,0.0,0.0,0.0,18300.0,5000.0
1966,Karnataka,Dakshina Kannada,222000.0,275000.0,1.23874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,80.0,20.0,0.25,15900.0,0.0
1967,Karnataka,Dakshina Kannada,205000.0,238000.0,1.1609800000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,580.0,270.0,0.46552,21300.0,0.0
1968,Karnataka,Dakshina Kannada,187600.0,276000.0,1.47122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,400.0,0.0,0.0,0.0,650.0,670.0,1.03077,20200.0,0.0
1969,Karnataka,Dakshina Kannada,181400.0,263000.0,1.44983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,1.0,400.0,400.0,0.0,0.0,700.0,500.0,0.71429,17100.0,0.0
1970,Karnataka,Dakshina Kannada,180500.0,244300.0,1.35346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,800.0,0.0,0.0,1030.0,840.0,0.81553,13400.0,0.0
1971,Karnataka,Dakshina Kannada,179900.0,238100.0,1.32351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,900.0,0.0,0.0,1200.0,990.0,0.825,13400.0,0.0
1972,Karnataka,Dakshina Kannada,179200.0,278000.0,1.55134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,1200.0,0.0,0.0,1170.0,1310.0,1.11966,16200.0,0.0
1973,Karnataka,Dakshina Kannada,179300.0,278200.0,1.55159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,1400.0,0.0,0.0,1330.0,1450.0,1.09023,15400.0,0.0
1974,Karnataka,Dakshina Kannada,177000.0,273000.0,1.5423699999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,1400.0,0.0,0.0,1340.0,1530.0,1.1417899999999999,10200.0,0.0
1975,Karnataka,Dakshina Kannada,172500.0,261200.0,1.5142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,1200.0,0.0,0.0,1440.0,1350.0,0.9375,13300.0,0.0
1976,Karnataka,Dakshina Kannada,172300.0,287300.0,1.66744,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,200.0,1400.0,0.0,0.0,1430.0,1450.0,1.01399,11200.0,0.0
1977,Karnataka,Dakshina Kannada,152800.0,292400.0,1.9136099999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,1500.0,0.0,0.0,1500.0,1710.0,1.14,11900.0,0.0
1978,Karnataka,Dakshina Kannada,148600.0,239600.0,1.6123800000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,1600.0,0.0,0.0,1760.0,1800.0,1.02273,13000.0,0.0
1979,Karnataka,Dakshina Kannada,149900.0,240100.0,1.60173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,1800.0,0.0,0.0,11490.0,1490.0,0.12968000000000002,11200.0,0.0
1980,Karnataka,Dakshina Kannada,146600.0,380000.0,2.5920900000000002,0.0,0.0,0.0,700.0,0.0,800.0,0.0,0.0,0.0,0.0,200.0,1100.0,0.0,0.0,2620.0,1390.0,0.53053,14400.0,0.0
1981,Karnataka,Dakshina Kannada,148600.0,387400.0,2.607,0.0,0.0,0.0,700.0,0.0,800.0,0.0,0.0,0.0,0.0,300.0,1400.0,0.0,0.0,1990.0,1500.0,0.7537699999999999,15100.0,0.0
1982,Karnataka,Dakshina Kannada,148200.0,255800.0,1.7260499999999999,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,200.0,1400.0,0.0,0.0,2060.0,2840.0,1.37864,17400.0,0.0
1983,Karnataka,Dakshina Kannada,149000.0,266100.0,1.78591,0.0,0.0,0.0,600.0,0.0,600.0,0.0,0.0,0.0,0.0,400.0,2000.0,0.0,0.0,2140.0,2450.0,1.14486,18800.0,0.0
1984,Karnataka,Dakshina Kannada,153200.0,279900.0,1.82702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,0.0,2890.0,3920.0,1.3564,15200.0,0.0
1985,Karnataka,Dakshina Kannada,155800.0,292200.0,1.87548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3400.0,0.0,0.0,3450.0,3980.0,1.1536199999999999,16600.0,0.0
1986,Karnataka,Dakshina Kannada,155000.0,282000.0,1.8193499999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,3900.0,4830.0,1.2384600000000001,35600.0,0.0
1987,Karnataka,Dakshina Kannada,149000.0,270000.0,1.81208,0.0,0.0,0.0,1200.0,0.0,1300.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,4370.0,5850.0,1.33867,18500.0,0.0
1988,Karnataka,Dakshina Kannada,151100.0,277400.0,1.83587,0.0,0.0,0.0,800.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,4300.0,0.0,0.0,4270.0,4290.0,1.00468,38100.0,0.0
1989,Karnataka,Dakshina Kannada,151600.0,273400.0,1.80343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,3930.0,3700.0,0.94148,13500.0,0.0
1990,Karnataka,Dakshina Kannada,152400.0,278400.0,1.82677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3710.0,0.0,0.0,3850.0,3910.0,1.0155800000000001,28870.0,0.0
1991,Karnataka,Dakshina Kannada,150680.0,267010.0,1.77203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4540.0,0.0,0.0,3890.0,5040.0,1.29563,28920.0,0.0
1992,Karnataka,Dakshina Kannada,149740.0,279190.0,1.8645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4550.0,0.0,0.0,4050.0,4970.0,1.22716,30920.0,0.0
1993,Karnataka,Dakshina Kannada,148190.0,280280.0,1.89136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4360.0,0.0,0.0,4560.0,4790.0,1.05044,26710.0,0.0
1994,Karnataka,Dakshina Kannada,145510.0,272910.0,1.87554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3920.0,0.0,0.0,4410.0,4320.0,0.9795900000000001,42450.0,0.0
1995,Karnataka,Dakshina Kannada,144340.0,271830.0,1.88326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5230.0,0.0,0.0,4220.0,5700.0,1.35071,23070.0,0.0
1996,Karnataka,Dakshina Kannada,142070.0,278400.0,1.9596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,4240.0,5400.0,1.27358,20370.0,0.0
1997,Karnataka,Dakshina Kannada,138740.0,269230.0,1.94054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4930.0,0.0,0.0,3970.0,5250.0,1.3224200000000002,18830.0,0.0
1998,Karnataka,Dakshina Kannada,137350.0,263320.0,1.9171500000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5900.0,0.0,0.0,3880.0,6270.0,1.576225,18310.0,0.0
1999,Karnataka,Dakshina Kannada,136090.0,260070.0,1.91101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4720.0,0.0,0.0,0.0,0.0,0.0,6020.0,0.0
2000,Karnataka,Dakshina Kannada,130100.0,264000.0,2.02921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,3400.0,4000.0,1.1764700000000001,16300.0,0.0
2001,Karnataka,Dakshina Kannada,127620.0,274290.0,2.14927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4250.0,0.0,0.0,3020.0,4510.0,1.4933800000000002,10580.0,0.0
2002,Karnataka,Dakshina Kannada,123040.0,259820.0,2.11167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3290.0,0.0,0.0,2840.0,3550.0,1.25,4590.0,0.0
2003,Karnataka,Dakshina Kannada,121200.0,317850.0,2.62252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3140.0,0.0,0.0,2540.0,3370.0,1.32677,340.0,0.0
2004,Karnataka,Dakshina Kannada,121130.0,318840.0,2.63221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3420.0,0.0,0.0,2590.0,3730.0,1.44015,610.0,0.0
2005,Karnataka,Dakshina Kannada,119400.0,285860.0,2.3941399999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,120.0,3.6091000000000006,0.0,3900.0,0.0,0.0,2730.0,4500.0,1.576225,100.0,0.0
2006,Karnataka,Dakshina Kannada,119190.0,292410.0,2.45331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,110.0,2.75,0.0,4019.9999999999995,0.0,0.0,2760.0,4430.0,1.576225,250.0,0.0
2007,Karnataka,Dakshina Kannada,117950.0,275290.0,2.3339600000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,100.0,3.33333,0.0,4280.0,0.0,0.0,2770.0,4670.0,1.576225,60.0,0.0
2008,Karnataka,Dakshina Kannada,116880.0,274390.0,2.34762,3920.0,7040.0,1.7959200000000002,0.0,0.0,0.0,0.0,60.0,160.0,2.66667,0.0,4170.0,0.0,0.0,2850.0,4530.0,1.576225,250.0,0.0
2009,Karnataka,Dakshina Kannada,112410.0,262340.0,2.3337800000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,50.0,1.66667,0.0,4480.0,0.0,0.0,2760.0,4760.0,1.576225,690.0,0.0
2010,Karnataka,Dakshina Kannada,110970.0,261180.0,2.35361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,60.0,3.0,0.0,4100.0,0.0,0.0,2730.0,4080.0,1.49451,790.0,0.0
2011,Karnataka,Dakshina Kannada,110500.0,268070.0,2.42597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,120.0,3.0,0.0,1690.0,0.0,0.0,2700.0,5190.0,1.576225,1370.0,0.0
2012,Karnataka,Dakshina Kannada,105810.0,268860.0,2.5409699999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,100.0,3.33333,0.0,2820.0,0.0,0.0,2490.0,2950.0,1.18474,760.0,0.0
2013,Karnataka,Dakshina Kannada,106930.0,288230.0,2.6955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,170.0,3.4,0.0,3470.0,0.0,0.0,2430.0,3610.0,1.4855999999999998,630.0,0.0
2014,Karnataka,Dakshina Kannada,101900.0,270350.0,2.65309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,100.0,3.33333,0.0,3650.0,0.0,0.0,2270.0,3830.0,1.576225,470.0,0.0
2015,Karnataka,Dakshina Kannada,98300.0,253360.0,2.57742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,2.0,0.0,3960.0,0.0,0.0,2260.0,0.0,0.0,170.0,0.0
2016,Karnataka,Dakshina Kannada,87130.0,247020.0,2.83518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,4019.9999999999995,0.0,0.0,0.0,0.0,0.0,170.0,0.0
2017,Karnataka,Dakshina Kannada,80260.0,233130.0,2.90474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,3.6091000000000006,0.0,4130.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
1966,Karnataka,Uttara Kannada,87000.0,121000.0,1.3908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,2650.0,1290.0,0.48679,12300.0,0.0
1967,Karnataka,Uttara Kannada,85000.0,134700.0,1.58471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,1420.0,770.0,0.54225,13300.0,0.0
