year,state_name,dist_name,rice_area_ha,rice_production_tons,rice_yield_tph,wheat_area_ha,wheat_production_tons,wheat_yield_tph,kharif_sorghum_production_tons,rabi_sorghum_production_tons,sorghum_production_tons,pearl_millet_production_tons,maize_area_ha,maize_production_tons,maize_yield_tph,finger_millet_production_tons,groundnut_production_tons,sunflower_production_tons,soyabean_production_tons,oilseeds_area_ha,oilseeds_production_tons,oilseeds_yield_tph,sugarcane_production_tons,cotton_production_tons
1975,Chhattisgarh,Raipur,462721.25,685200.0,0.88447,27400.0,12200.0,0.44526,500.0,0.0,500.0,0.0,1100.0,1100.0,1.0,600.0,6800.0,0.0,0.0,88700.0,17300.0,0.19504,3500.0,0.0
1976,Chhattisgarh,Raipur,462721.25,578600.0,0.74639,21200.0,8400.0,0.39623,400.0,0.0,400.0,0.0,1000.0,900.0,0.9,500.0,3100.0,0.0,0.0,74300.0,5900.0,0.07941,3000.0,0.0
1977,Chhattisgarh,Raipur,462721.25,774883.75,1.15527,27600.0,17900.0,0.64855,700.0,0.0,700.0,0.0,1000.0,900.0,0.9,700.0,4900.0,0.0,0.0,86200.0,13800.0,0.16009,3100.0,0.0
1978,Chhattisgarh,Raipur,462721.25,686000.0,0.8654,20000.0,20500.0,1.025,400.0,0.0,400.0,0.0,900.0,800.0,0.88889,700.0,5400.0,0.0,0.0,86700.0,11000.0,0.12687,2300.0,0.0
1979,Chhattisgarh,Raipur,462721.25,420200.0,0.52855,14000.0,10000.0,0.71429,300.0,0.0,300.0,0.0,900.0,600.0,0.66667,300.0,8400.0,0.0,0.0,50400.0,4800.0,0.09523999999999999,2000.0,0.0
1980,Chhattisgarh,Raipur,462721.25,724700.0,0.89205,16700.0,19200.0,1.1497,500.0,0.0,500.0,0.0,800.0,600.0,0.75,500.0,8200.0,0.0,0.0,56900.0,8700.0,0.1529,1700.0,0.0
1981,Chhattisgarh,Raipur,462721.25,774883.75,0.98987,17100.0,17200.0,1.0058500000000001,600.0,0.0,600.0,0.0,800.0,800.0,1.0,500.0,8000.0,0.0,0.0,63300.0,10000.0,0.15797999999999998,1400.0,0.0
1982,Chhattisgarh,Raipur,462721.25,617000.0,0.7723099999999999,16000.0,17400.0,1.0875,300.0,0.0,300.0,0.0,800.0,600.0,0.75,400.0,4400.0,0.0,25.0,61500.0,6500.0,0.10568999999999999,1300.0,0.0
1983,Chhattisgarh,Raipur,462721.25,774883.75,1.23215,16700.0,10700.0,0.6407200000000001,500.0,0.0,500.0,0.0,800.0,900.0,1.125,600.0,6100.0,0.0,25.0,68400.0,13000.0,0.19006,2200.0,0.0
1984,Chhattisgarh,Raipur,462721.25,774883.75,1.1496300000000002,16400.0,11900.0,0.72561,500.0,0.0,500.0,0.0,900.0,1100.0,1.22222,500.0,3600.0,0.0,25.0,61300.0,11300.0,0.18434,1300.0,0.0
1985,Chhattisgarh,Raipur,462721.25,774883.75,1.5873199999999998,17600.0,12300.0,0.69886,500.0,0.0,500.0,0.0,900.0,800.0,0.88889,500.0,4800.0,0.0,25.0,63100.0,14400.0,0.22821,1100.0,0.0
1986,Chhattisgarh,Raipur,462721.25,774883.75,0.989,18000.0,20000.0,1.1111099999999998,400.0,0.0,400.0,0.0,1000.0,1000.0,1.0,400.0,4000.0,0.0,25.0,47700.0,10200.0,0.21384,900.0,0.0
1987,Chhattisgarh,Raipur,462721.25,774883.75,1.2311400000000001,17000.0,16000.0,0.9411799999999999,400.0,0.0,400.0,0.0,1000.0,1000.0,1.0,500.0,6000.0,0.0,25.0,52000.0,12600.0,0.24231,800.0,0.0
1988,Chhattisgarh,Raipur,462721.25,774883.75,1.02681,19500.0,13700.0,0.70256,400.0,0.0,400.0,0.0,900.0,700.0,0.77778,400.0,6000.0,0.0,25.0,37700.0,9900.0,0.2626,700.0,0.0
1989,Chhattisgarh,Raipur,462721.25,774883.75,1.41861,16400.0,13100.0,0.7987799999999999,400.0,0.0,400.0,0.0,900.0,900.0,1.0,400.0,5300.0,0.0,25.0,38800.0,11300.0,0.29124,900.0,0.0
1990,Chhattisgarh,Raipur,462721.25,774883.75,1.36315,17000.0,18900.0,1.11176,500.0,0.0,500.0,0.0,700.0,600.0,0.85714,0.0,7200.0,0.0,25.0,40000.0,12800.0,0.32,800.0,0.0
1991,Chhattisgarh,Raipur,462721.25,774883.75,1.427,15100.0,13700.0,0.90728,400.0,0.0,400.0,20.0,1000.0,900.0,0.9,0.0,8200.0,120.0,25.0,38200.0,13900.0,0.36387,800.0,0.0
1992,Chhattisgarh,Raipur,462721.25,774883.75,1.60995,16700.0,16500.0,0.98802,400.0,0.0,400.0,10.0,1000.0,1400.0,1.4,0.0,11500.0,120.0,25.0,42700.0,20000.0,0.46838,900.0,0.0
1993,Chhattisgarh,Raipur,462721.25,774883.75,1.59811,18900.0,21800.0,1.15344,500.0,0.0,500.0,0.0,900.0,1300.0,1.44444,0.0,9400.0,125.0,25.0,42400.0,18800.0,0.44339999999999996,800.0,0.0
1994,Chhattisgarh,Raipur,462721.25,774883.75,1.44882,18400.0,22400.0,1.2173900000000002,300.0,0.0,300.0,0.0,700.0,600.0,0.85714,0.0,6600.0,50.0,25.0,39200.0,15300.0,0.39031,600.0,0.0
1995,Chhattisgarh,Raipur,462721.25,774883.75,1.44749,15900.0,19500.0,1.22642,300.0,0.0,300.0,0.0,700.0,800.0,1.14286,0.0,7400.0,100.0,25.0,35100.0,13800.0,0.39316,900.0,0.0
1996,Chhattisgarh,Raipur,462721.25,774883.75,1.68387,14200.0,16700.0,1.1760599999999999,200.0,0.0,200.0,0.0,800.0,800.0,1.0,0.0,7000.0,100.0,25.0,35500.0,13700.0,0.38592000000000004,800.0,0.0
1997,Chhattisgarh,Raipur,462721.25,774883.75,1.10625,13500.0,13200.0,0.97778,300.0,0.0,300.0,0.0,800.0,700.0,0.875,0.0,7100.0,100.0,25.0,33300.0,12600.0,0.37838,600.0,0.0
1998,Chhattisgarh,Raipur,462721.25,643000.0,0.71286,17800.0,17900.0,1.00562,400.0,0.0,400.0,0.0,1200.0,1000.0,0.83333,0.0,13000.0,100.0,25.0,57300.0,23440.0,0.40908,1000.0,0.0
1999,Chhattisgarh,Raipur,462721.25,774883.75,1.45113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,1000.0,1.25,300.0,8100.0,125.0,25.0,28900.0,14330.0,0.49585,600.0,0.0
2000,Chhattisgarh,Raipur,462721.25,461630.0,0.51881,8109.999999999999,10600.0,1.30703,230.0,0.0,230.0,0.0,840.0,810.0,0.96429,270.0,8560.0,125.0,25.0,21120.0,11680.0,0.55303,50.0,0.0
2001,Chhattisgarh,Raipur,462721.25,774883.75,1.24174,15610.0,19630.0,1.25753,240.0,0.0,240.0,0.0,860.0,520.0,0.60465,340.0,9890.0,125.0,25.0,25160.0,15300.0,0.60811,30.0,0.0
2002,Chhattisgarh,Raipur,462721.25,659620.0,0.7346699999999999,13190.0,16900.0,1.28127,300.0,0.0,300.0,0.0,1030.0,1230.0,1.1941700000000002,280.0,8090.0,125.0,25.0,23140.0,12810.0,0.55359,30.0,0.0
2003,Chhattisgarh,Raipur,462721.25,774883.75,1.44252,16450.0,20280.0,1.2328299999999999,250.0,0.0,250.0,0.0,2090.0,2000.0,0.95694,350.0,8800.0,125.0,25.0,23230.0,12820.0,0.55187,40.0,10.0
2004,Chhattisgarh,Raipur,462721.25,774883.75,1.24964,14320.0,14850.0,1.03701,170.0,0.0,170.0,0.0,1240.0,1420.0,1.1451600000000002,320.0,9200.0,125.0,25.0,33190.0,17520.0,0.52787,50.0,40.0
2005,Chhattisgarh,Raipur,462721.25,774883.75,1.24964,14320.0,14850.0,1.03701,170.0,0.0,170.0,0.0,1240.0,1420.0,1.1451600000000002,320.0,9200.0,125.0,25.0,31270.0,16570.0,0.5298999999999999,50.0,0.0
2006,Chhattisgarh,Raipur,462721.25,774883.75,1.44243,13090.0,12160.0,0.92895,350.0,0.0,350.0,0.0,2610.0,2350.0,0.90038,250.0,8020.0,125.0,25.0,32530.0,15790.0,0.4854,50.0,20.0
2007,Chhattisgarh,Raipur,462721.25,774883.75,1.55053,11420.0,13080.0,1.14536,170.0,0.0,2160.0,10.0,2530.0,2890.0,1.14229,250.0,8320.0,125.0,25.0,21650.0,14080.0,0.65035,70.0,0.0
2008,Chhattisgarh,Raipur,462721.25,774883.75,1.32915,10820.0,11040.0,1.02033,220.0,0.0,290.0,0.0,1290.0,1390.0,1.07752,270.0,7930.0,125.0,25.0,23560.0,14040.0,0.59593,60.0,0.0
2009,Chhattisgarh,Raipur,462721.25,774883.75,1.4076600000000001,12670.0,18010.0,1.42147,340.0,0.0,380.0,0.0,1340.0,2130.0,1.58955,60.0,9500.0,90.0,25.0,26120.0,17600.0,0.6738099999999999,10.0,0.0
2010,Chhattisgarh,Raipur,462721.25,774883.75,1.66171,11300.0,15200.0,1.3451300000000002,230.0,0.0,230.0,0.0,1300.0,1800.0,1.38462,0.0,9510.0,125.0,25.0,19400.0,14850.0,0.76546,40.0,0.0
2011,Chhattisgarh,Raipur,462721.25,774883.75,1.48367,10540.0,17890.0,1.6973399999999998,100.0,0.0,100.0,10.0,2120.0,3600.0,1.69811,160.0,8060.000000000001,125.0,25.0,18970.0,13870.0,0.73115,70.0,0.0
2012,Chhattisgarh,Raipur,462721.25,774883.75,1.98725,9760.0,17750.0,1.81865,150.0,0.0,150.0,10.0,10210.0,17050.0,1.6699300000000001,110.0,9580.0,125.0,25.0,19220.0,14170.0,0.73725,80.0,0.0
2013,Chhattisgarh,Raipur,462721.25,774883.75,1.73323,9210.0,15860.0,1.72204,0.0,0.0,50.0,0.0,13010.0,22770.0,1.7501900000000001,50.0,9380.0,0.0,25.0,13690.0,12890.0,0.94156,80.0,0.0
2014,Chhattisgarh,Raipur,462721.25,774883.75,2.0558,10380.0,21240.0,2.04624,0.0,0.0,80.0,10.0,14750.0,29670.0,2.01153,50.0,8260.0,125.0,25.0,14760.0,12530.0,0.84892,140.0,0.0
2015,Chhattisgarh,Raipur,462721.25,774883.75,1.43157,10990.0,19300.0,1.75614,0.0,0.0,20.0,0.0,11140.0,20100.0,1.8043099999999999,50.0,8630.0,125.0,25.0,13790.0,11360.0,0.8237899999999999,90.0,0.0
2016,Chhattisgarh,Raipur,462721.25,774883.75,2.4100900000000003,8800.0,17950.0,2.03828,0.0,0.0,20.0,20.0,7100.0,18150.0,2.55748,40.0,8140.000000000001,0.0,25.0,0.0,0.0,0.0,70.0,10.0
2017,Chhattisgarh,Raipur,462721.25,774883.75,1.58596,14560.0,23660.0,1.62561,0.0,0.0,20.0,0.0,6130.0,13670.0,2.22827,40.0,5340.0,0.0,25.0,0.0,0.0,0.0,50.0,10.0
1966,Chhattisgarh,Bilaspur,462721.25,325000.0,0.52083,18000.0,9000.0,0.5,800.0,0.0,800.0,0.0,11000.0,12000.0,1.09091,0.0,3000.0,0.0,0.0,43720.0,16830.0,0.5945900000000001,5400.0,0.0
1967,Chhattisgarh,Bilaspur,462721.25,546000.0,0.875,19000.0,10000.0,0.52632,1200.0,0.0,1200.0,0.0,11000.0,15000.0,1.3636400000000002,0.0,3000.0,0.0,0.0,54040.0,16830.0,0.5945900000000001,5900.0,0.0
1968,Chhattisgarh,Bilaspur,462721.25,416000.0,0.66084,19900.0,12000.0,0.60302,1000.0,0.0,1000.0,0.0,11000.0,10000.0,0.9090900000000001,0.0,2000.0,0.0,0.0,53280.0,16830.0,0.5945900000000001,5600.0,0.0
1969,Chhattisgarh,Bilaspur,462721.25,453500.0,0.71927,18800.0,11400.0,0.60638,1000.0,0.0,1000.0,0.0,10900.0,10200.0,0.93578,0.0,2900.0,0.0,0.0,50510.0,12900.0,0.25539,5700.0,0.0
1970,Chhattisgarh,Bilaspur,462721.25,587900.0,0.93096,18700.0,14500.0,0.7754,1200.0,0.0,1200.0,0.0,10800.0,15400.0,1.4259300000000001,0.0,2900.0,0.0,0.0,57700.0,14000.0,0.24262999999999998,4700.0,0.0
1971,Chhattisgarh,Bilaspur,462721.25,564700.0,0.89098,22600.0,14800.0,0.65487,1200.0,0.0,1200.0,0.0,10700.0,12800.0,1.19626,0.0,2500.0,0.0,0.0,61700.0,15100.0,0.24473,4900.0,0.0
1972,Chhattisgarh,Bilaspur,462721.25,534000.0,0.84015,28000.0,17500.0,0.625,2100.0,0.0,2100.0,0.0,10900.0,16200.0,1.48624,0.0,2600.0,0.0,0.0,61300.0,16300.0,0.26591000000000004,4800.0,0.0
1973,Chhattisgarh,Bilaspur,462721.25,497500.0,0.77819,31600.0,18000.0,0.56962,1600.0,0.0,1600.0,0.0,10800.0,12000.0,1.1111099999999998,0.0,2000.0,0.0,0.0,63500.0,15900.0,0.25039,4500.0,0.0
1974,Chhattisgarh,Bilaspur,462721.25,489800.0,0.76747,25900.0,18100.0,0.69884,1500.0,0.0,1500.0,0.0,10700.0,10700.0,1.0,0.0,2700.0,0.0,0.0,56900.0,14000.0,0.24605000000000002,5200.0,0.0
1975,Chhattisgarh,Bilaspur,462721.25,646500.0,1.0089,38100.0,22100.0,0.58005,1500.0,0.0,1500.0,0.0,10700.0,10800.0,1.00935,0.0,2100.0,0.0,0.0,61200.0,15200.0,0.24837,5300.0,0.0
1976,Chhattisgarh,Bilaspur,462721.25,425000.0,0.66076,24400.0,10200.0,0.41802999999999996,1200.0,0.0,1200.0,0.0,10900.0,11200.0,1.02752,0.0,2500.0,0.0,0.0,51100.0,7400.0,0.14481,5200.0,0.0
1977,Chhattisgarh,Bilaspur,462721.25,690400.0,1.06675,31900.0,18000.0,0.56426,1600.0,0.0,1600.0,0.0,11100.0,8300.0,0.74775,0.0,2100.0,0.0,0.0,56200.0,12500.0,0.22241999999999998,8200.0,0.0
1978,Chhattisgarh,Bilaspur,462721.25,503300.0,0.77087,26400.0,19100.0,0.72348,1400.0,0.0,1400.0,0.0,10900.0,10500.0,0.9632999999999999,0.0,2100.0,0.0,0.0,61900.0,10500.0,0.16963,2100.0,0.0
1979,Chhattisgarh,Bilaspur,462721.25,217200.0,0.33200999999999997,12700.0,6000.0,0.47243999999999997,1000.0,0.0,1000.0,0.0,11000.0,8400.0,0.76364,0.0,1700.0,0.0,0.0,34800.0,4800.0,0.13793,1800.0,0.0
1980,Chhattisgarh,Bilaspur,462721.25,636500.0,0.96909,26200.0,23200.0,0.8855,1600.0,0.0,1600.0,0.0,11000.0,9800.0,0.89091,0.0,2700.0,0.0,0.0,47500.0,9200.0,0.19368000000000002,1900.0,0.0
1981,Chhattisgarh,Bilaspur,462721.25,581400.0,0.8834500000000001,23200.0,18000.0,0.77586,1300.0,0.0,1300.0,0.0,11000.0,10100.0,0.91818,0.0,2200.0,0.0,0.0,50400.0,9400.0,0.18650999999999998,900.0,0.0
1982,Chhattisgarh,Bilaspur,462721.25,401200.0,0.6165700000000001,19400.0,14300.0,0.73711,900.0,0.0,900.0,0.0,10000.0,10300.0,1.03,0.0,1700.0,0.0,25.0,46500.0,9400.0,0.20215,800.0,0.0
1983,Chhattisgarh,Bilaspur,462721.25,666800.0,1.00604,21800.0,15000.0,0.6880700000000001,1400.0,0.0,1400.0,0.0,11000.0,14200.0,1.29091,0.0,2400.0,0.0,25.0,54800.0,14400.0,0.26277,1900.0,0.0
1984,Chhattisgarh,Bilaspur,462721.25,546200.0,0.8336399999999999,16700.0,7800.0,0.46707,1300.0,0.0,1300.0,0.0,10700.0,11700.0,1.09346,0.0,3100.0,0.0,25.0,45400.0,10400.0,0.22907,1300.0,0.0
1985,Chhattisgarh,Bilaspur,462721.25,774883.75,1.37644,20700.0,16800.0,0.81159,1900.0,0.0,1900.0,0.0,11700.0,12300.0,1.05128,0.0,3300.0,0.0,25.0,49600.0,13700.0,0.27620999999999996,1900.0,0.0
1986,Chhattisgarh,Bilaspur,462721.25,774883.75,1.36582,22000.0,18000.0,0.8181799999999999,1500.0,0.0,1500.0,0.0,12000.0,11000.0,0.91667,0.0,3000.0,0.0,25.0,39000.0,11200.0,0.28718,1500.0,0.0
1987,Chhattisgarh,Bilaspur,462721.25,716000.0,1.0799400000000001,24400.0,17500.0,0.71721,900.0,0.0,900.0,0.0,12000.0,13000.0,1.08333,0.0,4000.0,0.0,25.0,39400.0,15500.0,0.39339999999999997,3200.0,0.0
1988,Chhattisgarh,Bilaspur,462721.25,774883.75,1.3729200000000001,24700.0,16200.0,0.65587,1200.0,0.0,1200.0,0.0,12000.0,16900.0,1.4083299999999999,0.0,3900.0,0.0,25.0,41200.0,14400.0,0.34951,2000.0,0.0
1989,Chhattisgarh,Bilaspur,462721.25,698500.0,1.04021,17400.0,11500.0,0.66092,1300.0,0.0,1300.0,0.0,12000.0,16600.0,1.38333,0.0,3600.0,0.0,25.0,38400.0,13500.0,0.35156,3300.0,0.0
1990,Chhattisgarh,Bilaspur,462721.25,774883.75,1.3984,18700.0,16300.0,0.87166,900.0,0.0,900.0,0.0,11900.0,12900.0,1.08403,0.0,4100.0,0.0,25.0,41200.0,13400.0,0.32524000000000003,1100.0,0.0
1991,Chhattisgarh,Bilaspur,462721.25,774883.75,1.2965499999999999,17000.0,13600.0,0.8,900.0,0.0,900.0,0.0,12200.0,15400.0,1.2623,0.0,3600.0,10.0,25.0,37000.0,11900.0,0.32162,1700.0,0.0
1992,Chhattisgarh,Bilaspur,462721.25,724200.0,1.04683,16800.0,16300.0,0.97024,900.0,0.0,900.0,0.0,11900.0,16700.0,1.40336,0.0,5100.0,10.0,25.0,36600.0,14100.0,0.38525,2500.0,0.0
1993,Chhattisgarh,Bilaspur,462721.25,774883.75,1.35181,20600.0,19900.0,0.96602,1000.0,0.0,1000.0,0.0,11900.0,19000.0,1.59664,0.0,4700.0,20.0,25.0,39300.0,15000.0,0.38168,2000.0,0.0
1994,Chhattisgarh,Bilaspur,462721.25,774883.75,1.6179000000000001,18800.0,19900.0,1.05851,700.0,0.0,700.0,0.0,11300.0,11700.0,1.0354,0.0,2800.0,10.0,25.0,39300.0,13700.0,0.3486,1600.0,0.0
1995,Chhattisgarh,Bilaspur,462721.25,774883.75,1.3315,16800.0,17100.0,1.01786,900.0,0.0,900.0,0.0,11900.0,16000.0,1.34454,0.0,5000.0,0.0,25.0,36300.0,14800.0,0.40770999999999996,4400.0,0.0
1996,Chhattisgarh,Bilaspur,462721.25,774883.75,1.3408399999999998,15300.0,16000.0,1.04575,900.0,0.0,900.0,0.0,11400.0,14600.0,1.2807,0.0,4400.0,0.0,25.0,38800.0,15300.0,0.39432999999999996,5900.0,0.0
1997,Chhattisgarh,Bilaspur,462721.25,349100.0,0.49581000000000003,13500.0,6300.0,0.46667000000000003,500.0,0.0,500.0,0.0,11300.0,12600.0,1.11504,0.0,4300.0,0.0,25.0,40210.0,12500.0,0.31087,2800.0,0.0
1998,Chhattisgarh,Bilaspur,462721.25,608380.0,0.8122699999999999,14740.0,12460.0,0.8453200000000001,930.0,0.0,930.0,0.0,11290.0,13910.0,1.2329400000000001,0.0,4920.0,0.0,25.0,53940.0,21410.0,0.39693,5830.0,0.0
1999,Chhattisgarh,Bilaspur,462721.25,774883.75,1.49818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11160.0,15500.0,1.38876,0.0,3420.0,20.0,25.0,34160.0,14350.0,0.42012,5240.0,0.0
2000,Chhattisgarh,Bilaspur,462721.25,437560.0,0.6213099999999999,12590.0,4200.0,0.33381,770.0,0.0,770.0,0.0,10790.0,10730.0,0.99426,0.0,4480.0,20.0,25.0,23620.0,8690.0,0.36793,120.0,0.0
2001,Chhattisgarh,Bilaspur,462721.25,774883.75,1.4221300000000001,17630.0,18920.0,1.07287,1000.0,0.0,1000.0,0.0,10920.0,7810.0,0.7150700000000001,0.0,5770.0,70.0,25.0,25510.0,12030.0,0.47148,120.0,0.0
2002,Chhattisgarh,Bilaspur,462721.25,617250.0,0.87559,17570.0,18760.0,1.06802,910.0,0.0,910.0,0.0,10680.0,13300.0,1.2448800000000002,0.0,5260.0,60.0,25.0,24090.0,10980.0,0.45594,180.0,0.0
2003,Chhattisgarh,Bilaspur,462721.25,774883.75,1.42448,20060.0,20610.0,1.0270899999999998,770.0,0.0,770.0,0.0,10560.0,12730.0,1.20617,0.0,5390.0,70.0,25.0,25130.0,11170.0,0.44453,200.0,0.0
2004,Chhattisgarh,Bilaspur,462721.25,774883.75,1.22845,18880.0,15800.0,0.837,520.0,0.0,520.0,0.0,10280.0,13390.0,1.3029000000000002,0.0,5440.0,110.0,25.0,28540.0,13880.0,0.48633,320.0,0.0
2005,Chhattisgarh,Bilaspur,462721.25,774883.75,1.22845,18880.0,15800.0,0.837,520.0,0.0,520.0,0.0,10280.0,13390.0,1.3029000000000002,0.0,5440.0,110.0,25.0,29320.0,14980.0,0.51096,320.0,0.0
2006,Chhattisgarh,Bilaspur,462721.25,774883.75,1.58133,17570.0,15690.0,0.89302,690.0,0.0,690.0,0.0,10120.0,10780.0,1.06498,0.0,3990.0,125.0,25.0,31030.0,14710.0,0.47397,320.0,0.0
2007,Chhattisgarh,Bilaspur,462721.25,774883.75,1.6193199999999999,17380.0,19050.0,1.09653,0.0,0.0,810.0,0.0,9710.0,13410.0,1.3812,0.0,4680.0,125.0,25.0,32850.0,22100.0,0.67262,400.0,0.0
2008,Chhattisgarh,Bilaspur,462721.25,774883.75,1.42876,17540.0,18050.0,1.02904,0.0,0.0,900.0,30.0,9700.0,11180.0,1.15273,0.0,4210.0,125.0,25.0,32930.0,22790.0,0.69202,380.0,0.0
2009,Chhattisgarh,Bilaspur,462721.25,774883.75,1.42757,24250.0,28140.0,1.16063,0.0,0.0,1050.0,0.0,11670.0,17120.0,1.46712,0.0,9820.0,125.0,25.0,34700.0,28520.0,0.82169,620.0,0.0
2010,Chhattisgarh,Bilaspur,462721.25,774883.75,1.88983,24880.0,30130.0,1.21079,1060.0,0.0,1060.0,0.0,11630.0,18670.0,1.60628,0.0,10340.0,125.0,25.0,38950.0,34370.0,0.8825599999999999,270.0,0.0
2011,Chhattisgarh,Bilaspur,462721.25,774883.75,2.0790100000000002,19080.0,26280.0,1.37775,490.0,0.0,490.0,10.0,9300.0,12720.0,1.3680999999999999,0.0,4290.0,125.0,25.0,35340.0,24820.0,0.70235,690.0,0.0
2012,Chhattisgarh,Bilaspur,462721.25,774883.75,2.33761,18700.0,27310.0,1.4603199999999998,700.0,0.0,700.0,10.0,8800.0,15800.0,1.7954400000000001,0.0,4070.0000000000005,125.0,25.0,36120.0,33550.0,0.9288500000000001,300.0,0.0
2013,Chhattisgarh,Bilaspur,462721.25,774883.75,2.17195,19880.0,26970.0,1.35673,0.0,0.0,510.0,40.0,8940.0,15510.0,1.73472,0.0,4130.0,0.0,25.0,35070.0,28990.0,0.82673,360.0,0.0
2014,Chhattisgarh,Bilaspur,462721.25,774883.75,2.3104299999999998,18110.0,28150.0,1.55483,0.0,0.0,590.0,30.0,9030.0,15570.0,1.72475,0.0,4130.0,125.0,25.0,34820.0,20230.0,0.5810599999999999,1180.0,0.0
2015,Chhattisgarh,Bilaspur,462721.25,774883.75,1.83192,17820.0,27030.0,1.51674,0.0,0.0,700.0,10.0,8620.0,12220.0,1.4163800000000002,0.0,3900.0,125.0,25.0,32940.0,18290.0,0.5551,960.0,0.0
2016,Chhattisgarh,Bilaspur,462721.25,774883.75,2.55421,16200.0,25100.0,1.54923,0.0,0.0,980.0,10.0,8100.0,17110.0,2.1118099999999997,0.0,5230.0,0.0,25.0,0.0,0.0,0.0,2770.0,0.0
2017,Chhattisgarh,Bilaspur,462721.25,774883.75,1.77997,15800.0,21720.0,1.3747,0.0,0.0,900.0,10.0,7610.0,15830.0,2.08079,0.0,3580.0,0.0,25.0,0.0,0.0,0.0,830.0,0.0
1966,Chhattisgarh,Raigarh,332000.0,203000.0,0.61145,1000.0,1000.0,1.0,100.0,0.0,100.0,0.0,8000.0,10000.0,1.25,200.0,6000.0,0.0,0.0,49140.0,16830.0,0.5945900000000001,4600.0,400.0
1967,Chhattisgarh,Raigarh,333000.0,278000.0,0.8348300000000001,1000.0,1000.0,1.0,200.0,0.0,200.0,0.0,8000.0,13000.0,1.625,300.0,12000.0,0.0,0.0,50530.0,16830.0,0.5945900000000001,5500.0,300.0
1968,Chhattisgarh,Raigarh,339400.0,267000.0,0.7866799999999999,1500.0,1000.0,0.66667,200.0,0.0,200.0,0.0,8800.0,8000.0,0.9090900000000001,300.0,6000.0,0.0,0.0,49930.0,16830.0,0.5945900000000001,5800.0,400.0
1969,Chhattisgarh,Raigarh,340000.0,253200.0,0.74471,1500.0,900.0,0.6,200.0,0.0,200.0,0.0,8900.0,10100.0,1.13483,300.0,7800.0,0.0,0.0,51100.0,15900.0,0.31115,5300.0,300.0
1970,Chhattisgarh,Raigarh,342200.0,274700.0,0.80275,1300.0,1000.0,0.76923,200.0,0.0,200.0,0.0,9000.0,13600.0,1.51111,300.0,9400.0,0.0,0.0,49700.0,17200.0,0.34608,5100.0,100.0
1971,Chhattisgarh,Raigarh,344600.0,241300.0,0.70023,1800.0,1200.0,0.66667,200.0,0.0,200.0,0.0,9100.0,9000.0,0.98901,300.0,7500.0,0.0,0.0,48500.0,16100.000000000002,0.33196,5200.0,200.0
1972,Chhattisgarh,Raigarh,345300.0,212900.0,0.6165700000000001,4400.0,3100.0,0.70455,200.0,0.0,200.0,0.0,9000.0,9600.0,1.06667,200.0,9300.0,0.0,0.0,48700.0,18300.0,0.37577,4900.0,200.0
1973,Chhattisgarh,Raigarh,345900.0,314100.0,0.90807,5000.0,3500.0,0.7,200.0,0.0,200.0,0.0,9100.0,9700.0,1.06593,300.0,7100.0,0.0,0.0,48500.0,15700.0,0.32371,5000.0,100.0
1974,Chhattisgarh,Raigarh,347700.0,227600.0,0.65459,5000.0,3800.0,0.76,200.0,0.0,200.0,0.0,8900.0,9200.0,1.0337100000000001,300.0,8700.0,0.0,0.0,47800.0,17300.0,0.36192,4700.0,200.0
1975,Chhattisgarh,Raigarh,350800.0,311600.0,0.8882599999999999,5400.0,3500.0,0.64815,200.0,0.0,200.0,0.0,8900.0,8800.0,0.98876,300.0,10100.0,0.0,0.0,49700.0,19500.0,0.39235000000000003,4700.0,100.0
1976,Chhattisgarh,Raigarh,353400.0,199100.0,0.56338,4200.0,2800.0,0.66667,200.0,0.0,200.0,0.0,9100.0,10200.0,1.12088,300.0,5200.0,0.0,0.0,44100.0,9500.0,0.21542,4900.0,100.0
1977,Chhattisgarh,Raigarh,356700.0,348500.0,0.97701,6200.0,4200.0,0.6774199999999999,200.0,0.0,200.0,0.0,9000.0,9100.0,1.01111,400.0,7700.0,0.0,0.0,45900.0,13900.0,0.30283,4200.0,100.0
1978,Chhattisgarh,Raigarh,360300.0,292100.0,0.81071,5500.0,7000.0,1.27273,300.0,0.0,300.0,0.0,8900.0,9300.0,1.04494,400.0,8000.0,0.0,0.0,45400.0,14700.0,0.32379,4600.0,100.0
1979,Chhattisgarh,Raigarh,362400.0,149300.0,0.41198,3300.0,2300.0,0.69697,300.0,0.0,300.0,0.0,8000.0,8800.0,1.1,300.0,5400.0,0.0,0.0,43000.0,9800.0,0.22791,2800.0,0.0
1980,Chhattisgarh,Raigarh,368000.0,332600.0,0.9037999999999999,4500.0,5400.0,1.2,300.0,0.0,300.0,0.0,9000.0,9800.0,1.0888900000000001,400.0,7300.0,0.0,0.0,44200.0,14100.0,0.319,3600.0,0.0
1981,Chhattisgarh,Raigarh,372800.0,326600.0,0.87607,4800.0,5600.0,1.16667,300.0,0.0,300.0,0.0,8000.0,7900.0,0.9875,400.0,8300.0,0.0,0.0,45500.0,15100.0,0.33187,3200.0,0.0
